scan_id,timestamp,pos_x,pos_y,pos_z,GT_nx,GT_ny,GT_nz,num_neighbors
693,1782999375.893659115,-826.298686449,145.277432370,1563.533798445,0.060165650,0.012852870,0.998105655,89
694,1782999375.943701029,-829.019856341,146.609277584,1567.874613512,0.018302231,-0.005140893,0.999819283,89
695,1782999375.993664026,-832.483785639,149.897151229,1572.805938534,0.011900306,-0.012412336,0.999852147,90
696,1782999376.043311119,-836.895840940,151.555436546,1577.623421950,0.021289484,-0.017480608,0.999620521,93
698,1782999376.142502069,-844.652254642,150.134998839,1586.047716756,0.017106373,-0.002415890,0.999850757,91
700,1782999376.242328882,-852.203929256,148.198273776,1595.156542209,0.012722142,-0.007924477,0.999887669,92
701,1782999376.292521954,-848.150013120,146.079243704,1587.480614807,0.021749030,-0.021910179,0.999523348,90
702,1782999376.342173100,-853.474399138,145.110760342,1596.028440417,0.012606213,-0.001101274,0.999919932,95
703,1782999376.391546965,-849.984437071,144.320831766,1590.520432024,0.028972082,-0.018399626,0.999410863,88
705,1782999376.491765976,-849.927609379,139.863104431,1592.289242955,0.024279082,-0.017502121,0.999552001,94
706,1782999376.540990114,-860.199628733,138.159605904,1610.362719589,0.019654623,-0.026468195,0.999456417,95
709,1782999376.691210032,-861.790781036,136.844986781,1615.263620913,0.017060677,-0.014393653,0.999750847,92
710,1782999376.741413116,-862.197523193,136.779454532,1615.809435038,0.019480669,-0.012121046,0.999736757,92
711,1782999376.791829109,-862.597921593,136.029064456,1616.294328201,0.019480669,-0.012121046,0.999736757,92
712,1782999376.842030048,-862.970090938,136.765680014,1617.456365145,0.020958345,-0.013807280,0.999685004,96
713,1782999376.893062115,-867.506401721,136.929071461,1625.527153778,-0.002614197,-0.009306921,0.999953273,95
714,1782999376.943444967,-859.318153156,138.100252442,1613.030016409,0.014491321,-0.010830572,0.999836337,95
715,1782999376.993582010,-846.537575526,140.023640926,1593.212960781,0.010828205,-0.004097914,0.999932976,94
716,1782999377.043261051,-846.292254872,142.655760756,1594.529193389,-0.112258014,-0.057973792,0.991986481,20
718,1782999377.143881083,-852.968763813,150.750123298,1608.043638505,0.023970293,-0.002496862,0.999709553,94
719,1782999377.193662882,-865.211268199,153.544004256,1628.850234656,0.000755925,-0.028994293,0.999579291,97
721,1782999377.293245077,-871.703332824,156.152341706,1640.311220833,0.012761656,-0.016008941,0.999790405,52
724,1782999377.443114042,-879.358469340,162.488669213,1653.104145636,0.002535916,-0.018360518,0.999828216,23
725,1782999377.492326975,-882.726530356,162.287337519,1658.167644903,-0.006316630,-0.013866916,0.999883898,22
726,1782999377.542885065,-885.087219972,161.158558671,1661.317825704,-0.088190163,-0.045461768,0.995065688,20
727,1782999377.592981100,-888.343801432,160.047559985,1666.690826431,-0.088143317,-0.042164738,0.995214997,20
728,1782999377.643512011,-887.899744838,158.271235205,1666.738542449,-0.088143317,-0.042164738,0.995214997,20
729,1782999377.693526030,-886.126082106,156.140637214,1665.309186521,0.009187100,-0.014599906,0.999851209,22
730,1782999377.743928909,-881.829106116,153.900882123,1659.108924730,-0.095262307,-0.048967219,0.994247104,21
731,1782999377.793536901,-895.237188005,152.287661041,1681.602081822,0.009295820,-0.002274933,0.999954205,22
732,1782999377.843550920,-897.405811080,150.142955450,1685.957311438,-0.089545432,-0.041827047,0.995104072,23
733,1782999377.893548012,-898.566976412,148.861252458,1688.498918426,-0.000678755,-0.015227727,0.999883821,22
734,1782999377.942979097,-899.101695254,147.507233570,1690.099322774,0.004625451,0.001112706,0.999988683,22
