timestamp,preprocessing_ms,plane_ms,total_ms,success
1784806319.928989,0.394000,0.000000,0.394000,1
1784806319.979166,0.988000,0.000000,0.988000,1
1784806320.028799,0.441000,0.000000,0.441000,1
1784806320.079173,0.408000,0.000000,0.408000,1
1784806320.129027,0.398000,0.000000,0.398000,1
1784806320.179419,0.396000,0.000000,0.396000,1
1784806320.228833,0.519000,0.000000,0.519000,1
1784806320.278830,0.417000,0.000000,0.417000,1
1784806320.329030,0.384000,0.000000,0.384000,1
1784806320.379426,0.402000,0.000000,0.402000,1
1784806320.429447,0.411000,0.000000,0.411000,1
1784806320.478682,0.394000,0.000000,0.394000,1
1784806320.529051,0.396000,0.000000,0.396000,1
1784806320.578881,0.446000,0.000000,0.446000,1
1784806320.629238,0.392000,0.000000,0.392000,1
1784806320.679068,0.427000,0.000000,0.427000,1
1784806320.729496,0.449000,0.000000,0.449000,1
1784806320.779103,0.421000,0.000000,0.421000,1
1784806320.829077,0.411000,0.000000,0.411000,1
1784806320.878937,0.555000,0.000000,0.555000,1
1784806320.929156,0.404000,0.000000,0.404000,1
1784806320.978760,0.405000,0.000000,0.405000,1
1784806321.029130,0.784000,0.000000,0.784000,1
1784806321.078749,0.416000,0.000000,0.416000,1
1784806321.129166,0.401000,0.000000,0.401000,1
1784806321.179328,0.441000,0.000000,0.441000,1
1784806321.229165,0.659000,0.000000,0.659000,1
1784806321.279181,1.028000,0.000000,1.028000,1
1784806321.328984,0.664000,0.000000,0.664000,1
1784806321.379168,0.449000,0.000000,0.449000,1
1784806321.428915,0.505000,0.000000,0.505000,1
1784806321.478827,0.402000,0.000000,0.402000,1
1784806321.528840,0.622000,0.000000,0.622000,1
1784806321.578997,0.618000,0.000000,0.618000,1
1784806321.629029,0.411000,0.000000,0.411000,1
1784806321.679646,0.472000,0.000000,0.472000,1
1784806321.729006,0.508000,0.000000,0.508000,1
