timestamp,nx,ny,nz,roll,pitch,pub_vis_score,pub_inlier_score,pub_combined_score,curr_vis_score,curr_inlier_score,curr_combined_score,inlier_count,subcloud_size,inlier_ratio,using_fallback,fallback_unavailable
1762174424.336107,0.21421,0.112416,-0.970297,-171.061,-4.68937,0.0928153,0.0306026,0.0679303,0.0928153,0.0306026,0.0679303,26,2832,0.00918079,0,1
1762174424.386127,0.214666,0.1115,-0.970302,-171.643,-4.25056,0.0836263,0.035828,0.064507,0.0836263,0.035828,0.064507,27,2512,0.0107484,0,1
1762174424.435769,0.219839,0.050021,-0.974253,-171.61,-5.28818,0.0954262,0.0349162,0.0712222,0.0954262,0.0349162,0.0712222,30,2864,0.0104749,0,1
1762174424.485756,0.165365,0.0272439,-0.985856,-171.346,-4.93856,0.0935488,0.0428571,0.0732721,0.0935488,0.0428571,0.0732721,36,2800,0.0128571,0,1
1762174424.535356,0.166087,0.0426285,-0.985189,-171.752,-5.3302,0.0947543,0.0315657,0.0694789,0.0947543,0.0315657,0.0694789,30,3168,0.0094697,0,1
1762174424.585354,0.204692,0.0734825,-0.976064,-174.16,-7.79258,0.096453,0.0375683,0.0728992,0.096453,0.0375683,0.0728992,33,2928,0.0112705,0,1
1762174424.634984,0.221865,0.162763,-0.961397,-176.362,-9.16681,0.0819785,0.0347222,0.063076,0.0819785,0.0347222,0.063076,29,2784,0.0104167,0,1
1762174424.685350,0.232824,0.190213,-0.953736,179.542,-10.4471,0.0481576,0.0384425,0.0442715,0.0481576,0.0384425,0.0442715,31,2688,0.0115327,0,1
1762174424.734967,0.231395,0.224729,-0.946548,177.394,-11.0186,0.0795553,0.0347222,0.0616221,0.0795553,0.0347222,0.0616221,29,2784,0.0104167,0,1
1762174424.784974,0.0953985,0.168085,-0.981146,177.726,-10.2582,0.0711878,0.0280449,0.0539306,0.0711878,0.0280449,0.0539306,21,2496,0.00841346,0,1
1762174424.835414,0.110395,0.161411,-0.980693,178.423,-10.6113,0.0636669,0.0335366,0.0516148,0.0636669,0.0335366,0.0516148,33,3280,0.010061,0,1
1762174424.885432,0.153108,0.162551,-0.974749,177.218,-11.0466,0.0821126,0.0370135,0.064073,0.0821126,0.0370135,0.064073,35,3152,0.0111041,0,1
1762174424.935781,0.156993,0.199803,-0.967177,175.934,-11.3226,0.101501,0.0333794,0.0742525,0.101501,0.0333794,0.0742525,29,2896,0.0100138,0,1
1762174424.985438,0.11261,0.211554,-0.970858,174.267,-9.37074,0.108537,0.0318761,0.0778725,0.108537,0.0318761,0.0778725,28,2928,0.00956284,0,1
1762174425.035402,0.071994,0.21551,-0.973844,173.115,-7.5695,0.105277,0.031304,0.0756876,0.105277,0.031304,0.0756876,29,3088,0.00939119,0,1
1762174425.085458,0.0331465,0.241925,-0.969729,172.717,-4.63463,0.0799406,0.0317982,0.0606837,0.0799406,0.0317982,0.0606837,29,3040,0.00953947,0,1
1762174425.135470,0.0487952,0.234872,-0.970801,172.418,-4.08215,0.0764158,0.0335249,0.0592594,0.0764158,0.0335249,0.0592594,28,2784,0.0100575,0,1
1762174425.185399,-0.0817338,0.159277,-0.983845,172.175,-1.36491,0.0489727,0.0273224,0.0403126,0.0489727,0.0273224,0.0403126,24,2928,0.00819672,0,1
1762174425.235848,-0.119317,0.133509,-0.983839,172.902,0.503393,0.0371432,0.0321365,0.0351405,0.0371432,0.0321365,0.0351405,29,3008,0.00964096,0,1
1762174425.285870,-0.0886383,0.115461,-0.989349,174.024,1.22873,0.03969,0.061849,0.0485536,0.03969,0.061849,0.0485536,57,3072,0.0185547,0,1
1762174425.335849,-0.0773139,0.0873936,-0.993169,175.571,2.41821,0.0419635,0.0365691,0.0398058,0.0419635,0.0365691,0.0398058,33,3008,0.0109707,0,1
1762174425.385429,-0.0836814,0.0592397,-0.99473,177.365,2.96196,0.0352344,0.0694444,0.0489184,0.0352344,0.0694444,0.0489184,57,2736,0.0208333,0,1
