timestamp,nx,ny,nz,roll,pitch,pub_vis_score,pub_inlier_score,pub_combined_score,curr_vis_score,curr_inlier_score,curr_combined_score,inlier_count,subcloud_size,inlier_ratio,using_fallback,fallback_unavailable
1762174424.186870,0.0393711,0.149059,-0.988044,19.4844,5.44208,0.179783,0.0323276,0.120801,0.179783,0.0323276,0.120801,27,2784,0.00969828,0,1
1762174424.236505,-0.0106678,0.207353,-0.978208,20.0115,5.95517,0.193958,0.0324074,0.129338,0.193958,0.0324074,0.129338,28,2880,0.00972222,0,1
1762174424.286560,0.106033,0.145049,-0.983726,20.8599,8.30761,0.249765,0.0331741,0.163129,0.249765,0.0331741,0.163129,25,2512,0.00995223,0,1
1762174424.336107,0.21421,0.112416,-0.970297,18.9555,9.50357,0.256702,0.0306026,0.166263,0.256702,0.0306026,0.166263,26,2832,0.00918079,0,1
1762174424.386127,0.214666,0.1115,-0.970302,17.0539,8.45247,0.218715,0.035828,0.14556,0.218715,0.035828,0.14556,27,2512,0.0107484,0,1
1762174424.435769,0.222325,0.0471117,-0.973834,16.9778,9.81872,0.242561,0.0349162,0.159503,0.242561,0.0349162,0.159503,30,2864,0.0104749,0,1
1762174424.485756,0.165365,0.0272439,-0.985856,17.4111,10.2195,0.254345,0.0428571,0.16975,0.254345,0.0428571,0.16975,36,2800,0.0128571,0,1
1762174424.535356,0.166087,0.0426285,-0.985189,16.9364,10.2923,0.250532,0.0315657,0.162945,0.250532,0.0315657,0.162945,30,3168,0.0094697,0,1
1762174424.585354,0.204692,0.0734825,-0.976064,13.4958,14.9086,0.278394,0.0375683,0.182064,0.278394,0.0375683,0.182064,33,2928,0.0112705,0,1
1762174424.634984,0.221865,0.162763,-0.961397,8.95381,17.4424,0.231592,0.0347222,0.152844,0.231592,0.0347222,0.152844,29,2784,0.0104167,0,1
1762174424.685350,0.232824,0.190213,-0.953736,1.5329,19.9542,0.100347,0.0384425,0.0755853,0.100347,0.0384425,0.0755853,31,2688,0.0115327,0,1
1762174424.734967,0.231395,0.224729,-0.946548,-4.05633,21.9128,0.164176,0.0347222,0.112395,0.164176,0.0347222,0.112395,29,2784,0.0104167,0,1
1762174424.784974,0.0953985,0.168085,-0.981146,-5.38389,20.8287,0.187222,0.0280449,0.123551,0.187222,0.0280449,0.123551,21,2496,0.00841346,0,1
